GARE DE BLANC MESNIL,Le Blanc-Mesnil,48.9323764,2.4773723
GARE DE ST NOM LA BRETECHE FORET DE MARLY,L'Étang-la-Ville,48.8673635,2.0512821
CIMETIERE DE ST DENIS,Saint-Denis,48.9362457,2.3640076
LA NOUE,Villeneuve-la-Garenne,48.9349884,2.3271349
STADE GEO ANDRE,La Courneuve,48.9243831,2.4020893
Issy Val de Seine,Issy-les-Moulineaux,48.829592,2.2629779
LES MILONS,Saint-Cloud,48.8498416,2.2212274
DENFERT ROCHEREAU,Paris,48.8330952,2.3331622
Porte de la Chapelle,Paris,48.8977084,2.3592969
Mail de la Plaine,Clamart,48.7837298,2.2470754
JEAN MOULIN,Paris,48.824703,2.3188779
GARE DE GIF SUR YVETTE,Gif-sur-Yvette,48.6981859,2.1367431
GARE DE PALAISEAU,Palaiseau,48.7178575,2.2464627
GARE DE STADE DE FRANCE ST DENIS,Saint-Denis,48.9177608,2.3504575
Gare de Sannois,Sannois,48.9701713,2.263833
GARE DE MAREIL MARLY,Mareil-Marly,48.8807466,2.0790676
GARE DE GARGES SARCELLES,Garges-lès-Gonesse,48.9766899,2.3906474
GARE D'ACHERES VILLE,Achères,48.9702027,2.0777351
Auguste Delaune,Bobigny,48.9066597,2.4605016
GARE D'EPINAY SUR SEINE,Épinay-sur-Seine,48.9558012,2.3016789
GARE DE ST CLOUD,Saint-Cloud,48.8461656,2.2176612
GARE DE CHAVILLE RIVE DROITE,Chaville,48.8122139,2.1878384
Aéroport Orly Sud,Orly,48.7290137,2.369914
Porte de Versailles,Paris,48.8326135,2.2884024
GARE DE MITRY CLAYE,Mitry-Mory,48.9758874,2.642312
GARE DE PARC DE SCEAUX,Antony,48.7704401,2.3101604
GARE DE VERT GALANT,Villepinte,48.9444218,2.5667973
HOPITAL AVICENNE,Drancy,48.9158206,2.4249558
Paul Valéry,Sarcelles,48.9792725,2.380158
GARE DE LOGNES,Lognes,48.8391017,2.6336867
GARE DE LA HACQUINIERE,Bures-sur-Yvette,48.6949696,2.1526331
GARE DE CHELLES GOURNAY,Chelles,48.874144,2.5827315
GARE DE BOIS COLOMBES,Bois-Colombes,48.9141353,2.27174
ROGER SEMAT,Saint-Denis,48.9448473,2.3570159
GARE DE VINCENNES,Vincennes,48.8473177,2.4334904
GARE DE MARNE LA VALLEE CHESSY,Chessy,48.8702676,2.7829566
GARE DES BACONNETS,Antony,48.7395933,2.287414
GARE MONTPARNASSE,Paris,48.8400624,2.3191085
SIX ROUTES - TRAMWAY,La Courneuve,48.9299836,2.384765
CENTRE DE CHATILLON,Châtillon,48.8046632,2.2897911
Mairie de Vélizy,Vélizy-Villacoublay,48.7804205,2.1915292
GARE DE CHAMPIGNY,Saint-Maur-des-Fossés,48.8074477,2.5091697
GARE ST LAZARE,Paris,48.87653,2.3252374
GARE DE MONTREUIL,Versailles,48.8065022,2.151066
PORTE D'ISSY,Issy-les-Moulineaux,48.8318954,2.2810632
GARE DE RUNGIS LA FRATERNELLE,Rungis,48.7404828,2.3529205
LACEPEDE,Épinay-sur-Seine,48.9558873,2.3114997
GARE DE LUZARCHES,Luzarches,49.117305,2.4205557
GARE DE NANTERRE PREFECTURE,Nanterre,48.8959504,2.2228405
GARE DE NOISY LE GRAND MONT D'EST,Noisy-le-Grand,48.8407958,2.5477591
GARE DE PALAISEAU VILLEBON,Palaiseau,48.7076819,2.237149
GARE D'ASNIERES,Asnières-sur-Seine,48.905805,2.2828179
Libération,Bobigny,48.9069335,2.4385726
GARE DE CHATOU CROISSY,Chatou,48.8851789,2.1562111
GARE DE CONFLANS FIN D OISE,Conflans-Sainte-Honorine,48.9919592,2.0750611
GARE DE DRANCY,Drancy,48.9327015,2.4545327
GARE DE SCEAUX,Sceaux,48.781462,2.2974368
ALEXANDRA DAVID-NEEL,Paris,48.8438315,2.4101599
MARYSE BASTIE,Paris,48.8243651,2.3776873
Gare de Cergy le Haut,Cergy,49.0487859,2.0123707
GARE DE NOGENT SUR MARNE,Nogent-sur-Marne,48.8351671,2.4718177
GARE DE VAL DE FONTENAY,Fontenay-sous-Bois,48.8541841,2.4892001
Gare de Saint-Rémy-Lès-Chevreuse,Saint-Rémy-lès-Chevreuse,48.7027301,2.0709126
PETIT NOISY,Noisy-le-Sec,48.9006193,2.4657332
GARE DE JOINVILLE LE PONT,Joinville-le-Pont,48.8210037,2.463862
MONTEMPOIVRE,Paris,48.8398338,2.4088667
Lycée Henry  Sellier,Livry-Gargan,48.9160488,2.5150834
Gare de vaucresson,Vaucresson,48.8367938,2.1525621
LES FLANADES,Sarcelles,48.9766078,2.3775631
LES BEATUS,Épinay-sur-Seine,48.9517935,2.3198128
GARE DE VILLEPINTE,Villepinte,48.9629265,2.5124428
GARE DE LA GARENNE COLOMBES,La Garenne-Colombes,48.9096757,2.2397001
LES MOULINEAUX,Issy-les-Moulineaux,48.8214213,2.2510383
DESNOUETTES,Paris,48.8343535,2.2840257
CANAL SAINT DENIS,Paris,48.898735,2.3805104
GARE DE LA PLAINE STADE DE FRANCE,Saint-Denis,48.9182399,2.3624012
GARE DE CONFLANS STE HONORINE,Conflans-Sainte-Honorine,48.9965922,2.0977217
SURESNES - LONGCHAMP,Suresnes,48.8682976,2.221418
GARE DE NEUILLY PLAISANCE,Neuilly-Plaisance,48.8533755,2.5138862
Gare des Coquetiers,Villemomble,48.8924913,2.4993898
GARE DE COURCELLE SUR YVETTE,Gif-sur-Yvette,48.7008969,2.0990597
GARE DE SUCY BONNEUIL,Sucy-en-Brie,48.7711206,2.5081985
GARE DE ROSNY SOUS BOIS,Rosny-sous-Bois,48.8704041,2.4858338
GARE DE COLOMBES,Colombes,48.9236659,2.259601
GARE DE MANTES LA JOLIE,Mantes-la-Jolie,48.9893524,1.7030144
GARE DE GARGAN,Les Pavillons-sous-Bois,48.9078575,2.5168614
GARE DE BRY SUR MARNE,Bry-sur-Marne,48.8446359,2.5261501
GARE D'EVRY COURCOURONNES,Évry,48.6259877,2.4289083
Hôpital Delafontaine,Saint-Denis,48.9335752,2.3710811
Asnieres Gennevilliers Les Courtilles,Asnières-sur-Seine,48.9305465,2.2836436
REMISE A JORELLE,Bondy,48.8931,2.4877773
GARE DU NORD,Paris,48.88017,2.3548655
GARE DE LAPLACE,Arcueil,48.8078599,2.3337534
GASTON ROULAUD,Drancy,48.9141011,2.4312653
Dewoitine,Vélizy-Villacoublay,48.7829906,2.2130125
GARE DU VESINET LE PECQ,Le Vésinet,48.8982337,2.121941
GARE DE GRIGNY CENTRE,Grigny,48.6542503,2.3963647
GARE DE GROSLAY,Groslay,48.9843583,2.3535023
GARE DE VAL D ARGENTEUIL,Argenteuil,48.9504598,2.2314608
LE VILLAGE,Gennevilliers,48.933378,2.2948343
SUZANNE LENGLEN,Paris,48.8332631,2.2770251
GARE DE NOISIEL,Noisiel,48.8434831,2.6163935
Gare de Bures sur Yvette,Bures-sur-Yvette,48.695672,2.163126
GARE DE GENTILLY,Gentilly,48.8153713,2.3408362
GEORGES MILLANDY,Meudon,48.7834482,2.2308449
GARE DE NEUVILLE UNIVERSITE,Neuville-sur-Oise,49.0142697,2.0782873
GARE DE MAISONS LAFFITTE,Maisons-Laffitte,48.9458096,2.1445481
GARE DE NANTERRE VILLE,Nanterre,48.8954546,2.1963555
GARE DE SEVRAN LIVRY,Sevran,48.9364157,2.5348345
GARE DU GUICHET,Orsay,48.7049445,2.1917178
GARE DES BOULLEREAUX CHAMPIGNY,Champigny-sur-Marne,48.8248565,2.511885
THEATRE GERARD PHILIPE,Saint-Denis,48.9375007,2.3504118
Gare de l'Abbaye,Livry-Gargan,48.9222088,2.5167223
GARE DE BOISSY ST LEGER,Boissy-Saint-Léger,48.7530368,2.5052633
GARE DE CHENAY GAGNY,Gagny,48.8771405,2.5531493
GARE DE GARCHES MARNES LA COQUETTE,Garches,48.8382654,2.1868165
Aéroport CDG Terminal 1,Mauregard,49.0132617,2.5420903
Aéroport CDG Terminal 2 TGV,Tremblay-en-France,49.0040395,2.5711302
PORTE DE THIAIS (MARCHE INTERNATIONAL),Chevilly-Larue,48.7595189,2.3661292
GARE DE NOISY CHAMPS,Noisy-le-Grand,48.8427731,2.5790492
GARE DU VESINET CENTRE,Le Vésinet,48.8900879,2.1345954
GARE DE NOGENT LE PERREUX,Nogent-sur-Marne,48.8390089,2.4942347
GARE DE CLICHY LEVALLOIS,Levallois-Perret,48.8970901,2.298139
PORTE DE PANTIN - PARC DE LA VILLETTE,Paris,48.8890047,2.3956842
Villejuif-Louis Aragon,Villejuif,48.7869402,2.3673857
GARE DE VAL D EUROPE,Serris,48.8555432,2.7736418
GARE DE BONDY,Bondy,48.8940116,2.4805455
GARE DE NOISY LE SEC,Noisy-le-Sec,48.8965358,2.4597443
FAUBOURG DE L'ARCHE,Courbevoie,48.8967075,2.2400947
Porte de Vincennes,Paris,48.8472979,2.408263
Châtillon Montrouge,Châtillon,48.810815,2.3016518
GARE DE ST GERMAIN EN LAYE,Saint-Germain-en-Laye,48.8985657,2.0950158
GARE DE POISSY,Poissy,48.9333161,2.0412201
GARE DE ST GERMAIN EN LAYE GRANDE CEINTURE,Saint-Germain-en-Laye,48.9030262,2.0729746
GARE DE PUTEAUX,Puteaux,48.8832604,2.2338074
BRANCION,Paris,48.8286669,2.3008638
Porte Dorée,Paris,48.8354584,2.4063451
LA BELLE EPINE,Rungis,48.7558771,2.3684946
CESAR,Villetaneuse,48.9495156,2.3425115
GARE D'ORSAY VILLE,Orsay,48.6976144,2.1817799
